time,sensor_id,wert,vibration_level
2025-10-15 17:30:15.304+02,AnalogValue,138,Mittel
2025-10-15 17:30:15.314+02,AnalogValue,39,Niedrig
2025-10-15 17:30:15.334+02,AnalogValue,129,Mittel
2025-10-15 17:30:15.344+02,AnalogValue,67,Niedrig
2025-10-15 17:30:15.354+02,AnalogValue,0,Niedrig
2025-10-15 17:30:15.364+02,AnalogValue,67,Niedrig
2025-10-15 17:30:15.374+02,AnalogValue,100,Niedrig
2025-10-15 17:30:15.384+02,AnalogValue,115,Mittel
2025-10-15 17:30:15.394+02,AnalogValue,99,Niedrig
2025-10-15 17:30:15.404+02,AnalogValue,142,Mittel
2025-10-15 17:30:15.414+02,AnalogValue,339,Mittel
2025-10-15 17:30:15.424+02,AnalogValue,187,Mittel
2025-10-15 17:30:15.444+02,AnalogValue,109,Mittel
2025-10-15 17:30:15.454+02,AnalogValue,63,Niedrig
2025-10-15 17:30:15.464+02,AnalogValue,105,Mittel
2025-10-15 17:30:15.474+02,AnalogValue,70,Niedrig
2025-10-15 17:30:15.484+02,AnalogValue,70,Niedrig
2025-10-15 17:30:15.494+02,AnalogValue,0,Niedrig
2025-10-15 17:30:15.504+02,AnalogValue,94,Niedrig
2025-10-15 17:30:15.514+02,AnalogValue,168,Mittel
2025-10-15 17:30:15.524+02,AnalogValue,83,Niedrig
2025-10-15 17:30:15.534+02,AnalogValue,246,Mittel
2025-10-15 17:30:15.554+02,AnalogValue,146,Mittel
2025-10-15 17:30:15.564+02,AnalogValue,169,Mittel
2025-10-15 17:30:15.574+02,AnalogValue,118,Mittel
2025-10-15 17:30:15.584+02,AnalogValue,157,Mittel
2025-10-15 17:30:15.594+02,AnalogValue,0,Niedrig
2025-10-15 17:30:15.604+02,AnalogValue,251,Mittel
2025-10-15 17:30:15.614+02,AnalogValue,96,Niedrig
2025-10-15 17:30:15.624+02,AnalogValue,157,Mittel
2025-10-15 17:30:15.634+02,AnalogValue,180,Mittel
2025-10-15 17:30:15.644+02,AnalogValue,63,Niedrig
2025-10-15 17:30:15.664+02,AnalogValue,118,Mittel
2025-10-15 17:30:15.674+02,AnalogValue,249,Mittel
2025-10-15 17:30:15.684+02,AnalogValue,127,Mittel
2025-10-15 17:30:15.694+02,AnalogValue,288,Mittel
2025-10-15 17:30:15.704+02,AnalogValue,296,Mittel
2025-10-15 17:30:15.714+02,AnalogValue,78,Niedrig
2025-10-15 17:30:15.724+02,AnalogValue,154,Mittel
2025-10-15 17:30:15.734+02,AnalogValue,103,Mittel
2025-10-15 17:30:15.744+02,AnalogValue,173,Mittel
2025-10-15 17:30:15.754+02,AnalogValue,131,Mittel
2025-10-15 17:30:15.774+02,AnalogValue,78,Niedrig
2025-10-15 17:30:15.784+02,AnalogValue,216,Mittel
2025-10-15 17:30:15.794+02,AnalogValue,17,Niedrig
2025-10-15 17:30:15.804+02,AnalogValue,0,Niedrig
2025-10-15 17:30:15.814+02,AnalogValue,185,Mittel
2025-10-15 17:30:15.824+02,AnalogValue,165,Mittel
2025-10-15 17:30:15.834+02,AnalogValue,265,Mittel
2025-10-15 17:30:15.844+02,AnalogValue,129,Mittel
2025-10-15 17:30:15.854+02,AnalogValue,355,Mittel
2025-10-15 17:30:15.864+02,AnalogValue,224,Mittel
2025-10-15 17:30:15.884+02,AnalogValue,117,Mittel
2025-10-15 17:30:15.894+02,AnalogValue,45,Niedrig
2025-10-15 17:30:15.904+02,AnalogValue,103,Mittel
2025-10-15 17:30:15.914+02,AnalogValue,129,Mittel
2025-10-15 17:30:15.924+02,AnalogValue,290,Mittel
2025-10-15 17:30:15.934+02,AnalogValue,222,Mittel
2025-10-15 17:30:15.944+02,AnalogValue,137,Mittel
2025-10-15 17:30:15.954+02,AnalogValue,0,Niedrig
2025-10-15 17:30:15.964+02,AnalogValue,95,Niedrig
2025-10-15 17:30:15.974+02,AnalogValue,0,Niedrig
2025-10-15 17:30:15.994+02,AnalogValue,171,Mittel
2025-10-15 17:30:16.004+02,AnalogValue,164,Mittel
2025-10-15 17:30:16.014+02,AnalogValue,195,Mittel
2025-10-15 17:30:16.024+02,AnalogValue,230,Mittel
2025-10-15 17:30:16.034+02,AnalogValue,57,Niedrig
2025-10-15 17:30:16.044+02,AnalogValue,98,Niedrig
2025-10-15 17:30:16.054+02,AnalogValue,142,Mittel
2025-10-15 17:30:16.064+02,AnalogValue,257,Mittel
2025-10-15 17:30:16.074+02,AnalogValue,0,Niedrig
2025-10-15 17:30:16.084+02,AnalogValue,106,Mittel
2025-10-15 17:30:16.104+02,AnalogValue,215,Mittel
2025-10-15 17:30:16.114+02,AnalogValue,272,Mittel
2025-10-15 17:30:16.124+02,AnalogValue,267,Mittel
2025-10-15 17:30:16.134+02,AnalogValue,0,Niedrig
2025-10-15 17:30:16.144+02,AnalogValue,179,Mittel
2025-10-15 17:30:16.154+02,AnalogValue,75,Niedrig
2025-10-15 17:30:16.164+02,AnalogValue,156,Mittel
2025-10-15 17:30:16.174+02,AnalogValue,247,Mittel
2025-10-15 17:30:16.184+02,AnalogValue,0,Niedrig
2025-10-15 17:30:16.194+02,AnalogValue,0,Niedrig
2025-10-15 17:30:16.214+02,AnalogValue,158,Mittel
2025-10-15 17:30:16.224+02,AnalogValue,197,Mittel
2025-10-15 17:30:16.234+02,AnalogValue,162,Mittel
2025-10-15 17:30:16.244+02,AnalogValue,76,Niedrig
2025-10-15 17:30:16.254+02,AnalogValue,127,Mittel
2025-10-15 17:30:16.264+02,AnalogValue,315,Mittel
2025-10-15 17:30:16.274+02,AnalogValue,0,Niedrig
2025-10-15 17:30:16.284+02,AnalogValue,6,Niedrig
2025-10-15 17:30:16.294+02,AnalogValue,254,Mittel
2025-10-15 17:30:16.304+02,AnalogValue,96,Niedrig
2025-10-15 17:30:16.324+02,AnalogValue,137,Mittel
2025-10-15 17:30:16.334+02,AnalogValue,277,Mittel
2025-10-15 17:30:16.344+02,AnalogValue,100,Niedrig
2025-10-15 17:30:16.354+02,AnalogValue,191,Mittel
2025-10-15 17:30:16.364+02,AnalogValue,90,Niedrig
2025-10-15 17:30:16.374+02,AnalogValue,192,Mittel
2025-10-15 17:30:16.384+02,AnalogValue,255,Mittel
2025-10-15 17:30:16.394+02,AnalogValue,0,Niedrig
2025-10-15 17:30:16.404+02,AnalogValue,106,Mittel
2025-10-15 17:30:16.414+02,AnalogValue,14,Niedrig
2025-10-15 17:30:16.434+02,AnalogValue,304,Mittel
2025-10-15 17:30:16.444+02,AnalogValue,267,Mittel
2025-10-15 17:30:16.454+02,AnalogValue,191,Mittel
2025-10-15 17:30:16.464+02,AnalogValue,0,Niedrig
2025-10-15 17:30:16.474+02,AnalogValue,30,Niedrig
2025-10-15 17:30:16.484+02,AnalogValue,102,Mittel
2025-10-15 17:30:16.494+02,AnalogValue,92,Niedrig
2025-10-15 17:30:16.504+02,AnalogValue,208,Mittel
2025-10-15 17:30:16.514+02,AnalogValue,224,Mittel
2025-10-15 17:30:16.524+02,AnalogValue,278,Mittel
2025-10-15 17:30:16.544+02,AnalogValue,12,Niedrig
2025-10-15 17:30:16.554+02,AnalogValue,261,Mittel
2025-10-15 17:30:16.564+02,AnalogValue,166,Mittel
2025-10-15 17:30:16.574+02,AnalogValue,257,Mittel
2025-10-15 17:30:16.584+02,AnalogValue,195,Mittel
2025-10-15 17:30:16.594+02,AnalogValue,138,Mittel
2025-10-15 17:30:16.604+02,AnalogValue,235,Mittel
2025-10-15 17:30:16.614+02,AnalogValue,204,Mittel
2025-10-15 17:30:16.624+02,AnalogValue,25,Niedrig
2025-10-15 17:30:16.634+02,AnalogValue,161,Mittel
2025-10-15 17:30:16.654+02,AnalogValue,191,Mittel
2025-10-15 17:30:16.664+02,AnalogValue,67,Niedrig
2025-10-15 17:30:16.674+02,AnalogValue,164,Mittel
2025-10-15 17:30:16.684+02,AnalogValue,0,Niedrig
2025-10-15 17:30:16.694+02,AnalogValue,0,Niedrig
2025-10-15 17:30:16.704+02,AnalogValue,96,Niedrig
2025-10-15 17:30:16.714+02,AnalogValue,98,Niedrig
2025-10-15 17:30:16.724+02,AnalogValue,63,Niedrig
2025-10-15 17:30:16.734+02,AnalogValue,266,Mittel
2025-10-15 17:30:16.744+02,AnalogValue,187,Mittel
2025-10-15 17:30:16.764+02,AnalogValue,161,Mittel
2025-10-15 17:30:16.774+02,AnalogValue,56,Niedrig
2025-10-15 17:30:16.784+02,AnalogValue,71,Niedrig
2025-10-15 17:30:16.794+02,AnalogValue,43,Niedrig
2025-10-15 17:30:16.804+02,AnalogValue,106,Mittel
2025-10-15 17:30:16.814+02,AnalogValue,121,Mittel
2025-10-15 17:30:16.824+02,AnalogValue,239,Mittel
2025-10-15 17:30:16.834+02,AnalogValue,0,Niedrig
2025-10-15 17:30:16.844+02,AnalogValue,226,Mittel
2025-10-15 17:30:16.854+02,AnalogValue,103,Mittel
2025-10-15 17:30:16.874+02,AnalogValue,136,Mittel
2025-10-15 17:30:16.884+02,AnalogValue,64,Niedrig
2025-10-15 17:30:16.894+02,AnalogValue,145,Mittel
2025-10-15 17:30:16.904+02,AnalogValue,154,Mittel
2025-10-15 17:30:16.914+02,AnalogValue,92,Niedrig
2025-10-15 17:30:16.924+02,AnalogValue,212,Mittel
2025-10-15 17:30:16.934+02,AnalogValue,84,Niedrig
2025-10-15 17:30:16.944+02,AnalogValue,125,Mittel
2025-10-15 17:30:16.954+02,AnalogValue,228,Mittel
2025-10-15 17:30:16.964+02,AnalogValue,223,Mittel
2025-10-15 17:30:16.984+02,AnalogValue,94,Niedrig
2025-10-15 17:30:16.994+02,AnalogValue,80,Niedrig
2025-10-15 17:30:17.004+02,AnalogValue,52,Niedrig
2025-10-15 17:30:17.014+02,AnalogValue,234,Mittel
2025-10-15 17:30:17.024+02,AnalogValue,199,Mittel
2025-10-15 17:30:17.034+02,AnalogValue,0,Niedrig
2025-10-15 17:30:17.044+02,AnalogValue,0,Niedrig
2025-10-15 17:30:17.054+02,AnalogValue,80,Niedrig
2025-10-15 17:30:17.064+02,AnalogValue,0,Niedrig
2025-10-15 17:30:17.074+02,AnalogValue,75,Niedrig
2025-10-15 17:30:17.094+02,AnalogValue,210,Mittel
2025-10-15 17:30:17.104+02,AnalogValue,245,Mittel
2025-10-15 17:30:17.114+02,AnalogValue,113,Mittel
2025-10-15 17:30:17.124+02,AnalogValue,110,Mittel
2025-10-15 17:30:17.134+02,AnalogValue,70,Niedrig
2025-10-15 17:30:17.144+02,AnalogValue,39,Niedrig
2025-10-15 17:30:17.154+02,AnalogValue,95,Niedrig
2025-10-15 17:30:17.164+02,AnalogValue,193,Mittel
2025-10-15 17:30:17.174+02,AnalogValue,307,Mittel
2025-10-15 17:30:17.184+02,AnalogValue,117,Mittel
2025-10-15 17:30:17.204+02,AnalogValue,14,Niedrig
2025-10-15 17:30:17.214+02,AnalogValue,329,Mittel
2025-10-15 17:30:17.224+02,AnalogValue,0,Niedrig
2025-10-15 17:30:17.234+02,AnalogValue,67,Niedrig
2025-10-15 17:30:17.244+02,AnalogValue,107,Mittel
2025-10-15 17:30:17.254+02,AnalogValue,118,Mittel
2025-10-15 17:30:17.264+02,AnalogValue,153,Mittel
2025-10-15 17:30:17.274+02,AnalogValue,219,Mittel
2025-10-15 17:30:17.284+02,AnalogValue,297,Mittel
2025-10-15 17:30:17.294+02,AnalogValue,249,Mittel
2025-10-15 17:30:17.314+02,AnalogValue,168,Mittel
2025-10-15 17:30:17.324+02,AnalogValue,154,Mittel
2025-10-15 17:30:17.334+02,AnalogValue,0,Niedrig
2025-10-15 17:30:17.344+02,AnalogValue,2,Niedrig
2025-10-15 17:30:17.354+02,AnalogValue,61,Niedrig
2025-10-15 17:30:17.364+02,AnalogValue,133,Mittel
2025-10-15 17:30:17.374+02,AnalogValue,110,Mittel
2025-10-15 17:30:17.384+02,AnalogValue,179,Mittel
2025-10-15 17:30:17.394+02,AnalogValue,211,Mittel
2025-10-15 17:30:17.404+02,AnalogValue,191,Mittel
2025-10-15 17:30:17.424+02,AnalogValue,160,Mittel
2025-10-15 17:30:17.434+02,AnalogValue,99,Niedrig
2025-10-15 17:30:17.444+02,AnalogValue,98,Niedrig
2025-10-15 17:30:17.454+02,AnalogValue,166,Mittel
2025-10-15 17:30:17.464+02,AnalogValue,164,Mittel
2025-10-15 17:30:17.474+02,AnalogValue,154,Mittel
2025-10-15 17:30:17.484+02,AnalogValue,166,Mittel
2025-10-15 17:30:17.494+02,AnalogValue,107,Mittel
2025-10-15 17:30:17.504+02,AnalogValue,148,Mittel
2025-10-15 17:30:17.514+02,AnalogValue,0,Niedrig
2025-10-15 17:30:17.534+02,AnalogValue,44,Niedrig
2025-10-15 17:30:17.544+02,AnalogValue,71,Niedrig
2025-10-15 17:30:17.554+02,AnalogValue,136,Mittel
2025-10-15 17:30:17.564+02,AnalogValue,137,Mittel
2025-10-15 17:30:17.574+02,AnalogValue,39,Niedrig
2025-10-15 17:30:17.584+02,AnalogValue,152,Mittel
2025-10-15 17:30:17.594+02,AnalogValue,177,Mittel
2025-10-15 17:30:17.604+02,AnalogValue,126,Mittel
2025-10-15 17:30:17.614+02,AnalogValue,196,Mittel
2025-10-15 17:30:17.624+02,AnalogValue,150,Mittel
2025-10-15 17:30:17.644+02,AnalogValue,164,Mittel
2025-10-15 17:30:17.654+02,AnalogValue,126,Mittel
2025-10-15 17:30:17.664+02,AnalogValue,72,Niedrig
2025-10-15 17:30:17.674+02,AnalogValue,107,Mittel
2025-10-15 17:30:17.684+02,AnalogValue,184,Mittel
2025-10-15 17:30:17.694+02,AnalogValue,90,Niedrig
2025-10-15 17:30:17.704+02,AnalogValue,83,Niedrig
2025-10-15 17:30:17.714+02,AnalogValue,206,Mittel
2025-10-15 17:30:17.724+02,AnalogValue,196,Mittel
2025-10-15 17:30:17.734+02,AnalogValue,140,Mittel
2025-10-15 17:30:17.754+02,AnalogValue,243,Mittel
2025-10-15 17:30:17.764+02,AnalogValue,158,Mittel
2025-10-15 17:30:17.774+02,AnalogValue,0,Niedrig
2025-10-15 17:30:17.784+02,AnalogValue,0,Niedrig
2025-10-15 17:30:17.794+02,AnalogValue,173,Mittel
2025-10-15 17:30:17.804+02,AnalogValue,10,Niedrig
2025-10-15 17:30:17.814+02,AnalogValue,211,Mittel
2025-10-15 17:30:17.824+02,AnalogValue,180,Mittel
2025-10-15 17:30:17.834+02,AnalogValue,222,Mittel
2025-10-15 17:30:17.844+02,AnalogValue,0,Niedrig
2025-10-15 17:30:17.864+02,AnalogValue,98,Niedrig
2025-10-15 17:30:17.874+02,AnalogValue,220,Mittel
2025-10-15 17:30:17.884+02,AnalogValue,44,Niedrig
2025-10-15 17:30:17.894+02,AnalogValue,91,Niedrig
2025-10-15 17:30:17.904+02,AnalogValue,78,Niedrig
2025-10-15 17:30:17.914+02,AnalogValue,60,Niedrig
2025-10-15 17:30:17.924+02,AnalogValue,129,Mittel
2025-10-15 17:30:17.934+02,AnalogValue,127,Mittel
2025-10-15 17:30:17.944+02,AnalogValue,0,Niedrig
2025-10-15 17:30:17.954+02,AnalogValue,0,Niedrig
2025-10-15 17:30:17.974+02,AnalogValue,82,Niedrig
2025-10-15 17:30:17.984+02,AnalogValue,65,Niedrig
2025-10-15 17:30:17.994+02,AnalogValue,227,Mittel
2025-10-15 17:30:18.004+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.014+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.024+02,AnalogValue,98,Niedrig
2025-10-15 17:30:18.034+02,AnalogValue,37,Niedrig
2025-10-15 17:30:18.044+02,AnalogValue,117,Mittel
2025-10-15 17:30:18.054+02,AnalogValue,220,Mittel
2025-10-15 17:30:18.064+02,AnalogValue,57,Niedrig
2025-10-15 17:30:18.084+02,AnalogValue,110,Mittel
2025-10-15 17:30:18.094+02,AnalogValue,24,Niedrig
2025-10-15 17:30:18.104+02,AnalogValue,44,Niedrig
2025-10-15 17:30:18.114+02,AnalogValue,105,Mittel
2025-10-15 17:30:18.124+02,AnalogValue,26,Niedrig
2025-10-15 17:30:18.134+02,AnalogValue,59,Niedrig
2025-10-15 17:30:18.144+02,AnalogValue,164,Mittel
2025-10-15 17:30:18.154+02,AnalogValue,144,Mittel
2025-10-15 17:30:18.164+02,AnalogValue,265,Mittel
2025-10-15 17:30:18.174+02,AnalogValue,91,Niedrig
2025-10-15 17:30:18.194+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.204+02,AnalogValue,35,Niedrig
2025-10-15 17:30:18.214+02,AnalogValue,32,Niedrig
2025-10-15 17:30:18.224+02,AnalogValue,91,Niedrig
2025-10-15 17:30:18.234+02,AnalogValue,179,Mittel
2025-10-15 17:30:18.244+02,AnalogValue,181,Mittel
2025-10-15 17:30:18.254+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.264+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.274+02,AnalogValue,125,Mittel
2025-10-15 17:30:18.284+02,AnalogValue,179,Mittel
2025-10-15 17:30:18.304+02,AnalogValue,18,Niedrig
2025-10-15 17:30:18.314+02,AnalogValue,12,Niedrig
2025-10-15 17:30:18.324+02,AnalogValue,206,Mittel
2025-10-15 17:30:18.334+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.344+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.354+02,AnalogValue,106,Mittel
2025-10-15 17:30:18.364+02,AnalogValue,249,Mittel
2025-10-15 17:30:18.374+02,AnalogValue,118,Mittel
2025-10-15 17:30:18.384+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.394+02,AnalogValue,121,Mittel
2025-10-15 17:30:18.414+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.424+02,AnalogValue,16,Niedrig
2025-10-15 17:30:18.434+02,AnalogValue,94,Niedrig
2025-10-15 17:30:18.444+02,AnalogValue,138,Mittel
2025-10-15 17:30:18.454+02,AnalogValue,204,Mittel
2025-10-15 17:30:18.464+02,AnalogValue,98,Niedrig
2025-10-15 17:30:18.474+02,AnalogValue,100,Niedrig
2025-10-15 17:30:18.484+02,AnalogValue,122,Mittel
2025-10-15 17:30:18.494+02,AnalogValue,136,Mittel
2025-10-15 17:30:18.504+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.524+02,AnalogValue,49,Niedrig
2025-10-15 17:30:18.534+02,AnalogValue,236,Mittel
2025-10-15 17:30:18.544+02,AnalogValue,189,Mittel
2025-10-15 17:30:18.554+02,AnalogValue,142,Mittel
2025-10-15 17:30:18.564+02,AnalogValue,68,Niedrig
2025-10-15 17:30:18.574+02,AnalogValue,83,Niedrig
2025-10-15 17:30:18.584+02,AnalogValue,177,Mittel
2025-10-15 17:30:18.594+02,AnalogValue,140,Mittel
2025-10-15 17:30:18.604+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.614+02,AnalogValue,102,Mittel
2025-10-15 17:30:18.634+02,AnalogValue,125,Mittel
2025-10-15 17:30:18.644+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.654+02,AnalogValue,72,Niedrig
2025-10-15 17:30:18.664+02,AnalogValue,76,Niedrig
2025-10-15 17:30:18.674+02,AnalogValue,106,Mittel
2025-10-15 17:30:18.684+02,AnalogValue,83,Niedrig
2025-10-15 17:30:18.694+02,AnalogValue,180,Mittel
2025-10-15 17:30:18.704+02,AnalogValue,12,Niedrig
2025-10-15 17:30:18.714+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.724+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.744+02,AnalogValue,45,Niedrig
2025-10-15 17:30:18.754+02,AnalogValue,162,Mittel
2025-10-15 17:30:18.764+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.774+02,AnalogValue,4,Niedrig
2025-10-15 17:30:18.784+02,AnalogValue,90,Niedrig
2025-10-15 17:30:18.794+02,AnalogValue,131,Mittel
2025-10-15 17:30:18.804+02,AnalogValue,52,Niedrig
2025-10-15 17:30:18.814+02,AnalogValue,203,Mittel
2025-10-15 17:30:18.824+02,AnalogValue,154,Mittel
2025-10-15 17:30:18.834+02,AnalogValue,200,Mittel
2025-10-15 17:30:18.854+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.864+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.874+02,AnalogValue,29,Niedrig
2025-10-15 17:30:18.884+02,AnalogValue,94,Niedrig
2025-10-15 17:30:18.894+02,AnalogValue,70,Niedrig
2025-10-15 17:30:18.904+02,AnalogValue,64,Niedrig
2025-10-15 17:30:18.914+02,AnalogValue,105,Mittel
2025-10-15 17:30:18.924+02,AnalogValue,121,Mittel
2025-10-15 17:30:18.934+02,AnalogValue,72,Niedrig
2025-10-15 17:30:18.944+02,AnalogValue,22,Niedrig
2025-10-15 17:30:18.964+02,AnalogValue,0,Niedrig
2025-10-15 17:30:18.974+02,AnalogValue,4,Niedrig
2025-10-15 17:30:18.984+02,AnalogValue,184,Mittel
2025-10-15 17:30:18.994+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.004+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.014+02,AnalogValue,173,Mittel
2025-10-15 17:30:19.024+02,AnalogValue,20,Niedrig
2025-10-15 17:30:19.034+02,AnalogValue,184,Mittel
2025-10-15 17:30:19.044+02,AnalogValue,74,Niedrig
2025-10-15 17:30:19.054+02,AnalogValue,49,Niedrig
2025-10-15 17:30:19.074+02,AnalogValue,6,Niedrig
2025-10-15 17:30:19.084+02,AnalogValue,114,Mittel
2025-10-15 17:30:19.094+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.104+02,AnalogValue,136,Mittel
2025-10-15 17:30:19.114+02,AnalogValue,41,Niedrig
2025-10-15 17:30:19.124+02,AnalogValue,83,Niedrig
2025-10-15 17:30:19.134+02,AnalogValue,65,Niedrig
2025-10-15 17:30:19.144+02,AnalogValue,153,Mittel
2025-10-15 17:30:19.154+02,AnalogValue,35,Niedrig
2025-10-15 17:30:19.164+02,AnalogValue,33,Niedrig
2025-10-15 17:30:19.184+02,AnalogValue,172,Mittel
2025-10-15 17:30:19.194+02,AnalogValue,29,Niedrig
2025-10-15 17:30:19.204+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.214+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.224+02,AnalogValue,92,Niedrig
2025-10-15 17:30:19.234+02,AnalogValue,30,Niedrig
2025-10-15 17:30:19.244+02,AnalogValue,181,Mittel
2025-10-15 17:30:19.254+02,AnalogValue,44,Niedrig
2025-10-15 17:30:19.264+02,AnalogValue,115,Mittel
2025-10-15 17:30:19.274+02,AnalogValue,94,Niedrig
2025-10-15 17:30:19.294+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.304+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.314+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.324+02,AnalogValue,131,Mittel
2025-10-15 17:30:19.334+02,AnalogValue,82,Niedrig
2025-10-15 17:30:19.344+02,AnalogValue,56,Niedrig
2025-10-15 17:30:19.354+02,AnalogValue,52,Niedrig
2025-10-15 17:30:19.364+02,AnalogValue,160,Mittel
2025-10-15 17:30:19.374+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.384+02,AnalogValue,61,Niedrig
2025-10-15 17:30:19.404+02,AnalogValue,12,Niedrig
2025-10-15 17:30:19.414+02,AnalogValue,96,Niedrig
2025-10-15 17:30:19.424+02,AnalogValue,33,Niedrig
2025-10-15 17:30:19.434+02,AnalogValue,43,Niedrig
2025-10-15 17:30:19.444+02,AnalogValue,144,Mittel
2025-10-15 17:30:19.454+02,AnalogValue,150,Mittel
2025-10-15 17:30:19.464+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.474+02,AnalogValue,10,Niedrig
2025-10-15 17:30:19.484+02,AnalogValue,70,Niedrig
2025-10-15 17:30:19.494+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.514+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.524+02,AnalogValue,109,Mittel
2025-10-15 17:30:19.534+02,AnalogValue,100,Niedrig
2025-10-15 17:30:19.544+02,AnalogValue,80,Niedrig
2025-10-15 17:30:19.554+02,AnalogValue,12,Niedrig
2025-10-15 17:30:19.564+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.574+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.584+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.594+02,AnalogValue,98,Niedrig
2025-10-15 17:30:19.604+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.624+02,AnalogValue,67,Niedrig
2025-10-15 17:30:19.634+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.644+02,AnalogValue,107,Mittel
2025-10-15 17:30:19.654+02,AnalogValue,82,Niedrig
2025-10-15 17:30:19.664+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.674+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.684+02,AnalogValue,107,Mittel
2025-10-15 17:30:19.694+02,AnalogValue,146,Mittel
2025-10-15 17:30:19.704+02,AnalogValue,117,Mittel
2025-10-15 17:30:19.714+02,AnalogValue,125,Mittel
2025-10-15 17:30:19.734+02,AnalogValue,26,Niedrig
2025-10-15 17:30:19.744+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.754+02,AnalogValue,113,Mittel
2025-10-15 17:30:19.764+02,AnalogValue,166,Mittel
2025-10-15 17:30:19.774+02,AnalogValue,102,Mittel
2025-10-15 17:30:19.784+02,AnalogValue,90,Niedrig
2025-10-15 17:30:19.794+02,AnalogValue,140,Mittel
2025-10-15 17:30:19.804+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.814+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.824+02,AnalogValue,57,Niedrig
2025-10-15 17:30:19.844+02,AnalogValue,126,Mittel
2025-10-15 17:30:19.854+02,AnalogValue,161,Mittel
2025-10-15 17:30:19.864+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.874+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.884+02,AnalogValue,17,Niedrig
2025-10-15 17:30:19.894+02,AnalogValue,193,Mittel
2025-10-15 17:30:19.904+02,AnalogValue,98,Niedrig
2025-10-15 17:30:19.914+02,AnalogValue,91,Niedrig
2025-10-15 17:30:19.924+02,AnalogValue,162,Mittel
2025-10-15 17:30:19.934+02,AnalogValue,98,Niedrig
2025-10-15 17:30:19.954+02,AnalogValue,154,Mittel
2025-10-15 17:30:19.964+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.974+02,AnalogValue,200,Mittel
2025-10-15 17:30:19.984+02,AnalogValue,0,Niedrig
2025-10-15 17:30:19.994+02,AnalogValue,6,Niedrig
2025-10-15 17:30:20.004+02,AnalogValue,105,Mittel
2025-10-15 17:30:20.014+02,AnalogValue,109,Mittel
2025-10-15 17:30:20.024+02,AnalogValue,195,Mittel
2025-10-15 17:30:20.034+02,AnalogValue,105,Mittel
2025-10-15 17:30:20.044+02,AnalogValue,131,Mittel
2025-10-15 17:30:20.064+02,AnalogValue,0,Niedrig
2025-10-15 17:30:20.074+02,AnalogValue,6,Niedrig
2025-10-15 17:30:20.084+02,AnalogValue,80,Niedrig
2025-10-15 17:30:20.094+02,AnalogValue,40,Niedrig
2025-10-15 17:30:20.104+02,AnalogValue,96,Niedrig
2025-10-15 17:30:20.114+02,AnalogValue,49,Niedrig
2025-10-15 17:30:20.124+02,AnalogValue,0,Niedrig
2025-10-15 17:30:20.134+02,AnalogValue,0,Niedrig
2025-10-15 17:30:20.144+02,AnalogValue,49,Niedrig
2025-10-15 17:30:20.154+02,AnalogValue,94,Niedrig
2025-10-15 17:30:20.174+02,AnalogValue,43,Niedrig
